suite,config,best_error_mean,best_error_std,best_error_min,best_error_max,final_error_mean,final_error_std,final_error_min,final_error_max
dthreeq,dplus_nudge_0p01_plus lr=1e-04,0.358974358974359,0.12403318166063448,0.2668269230769231,0.5,0.358974358974359,0.12403318166063448,0.2668269230769231,0.5
dthreeq,dplus_nudge_0p01_plus lr=1e-05,0.358974358974359,0.12403318166063451,0.2668269230769231,0.5,0.358974358974359,0.12403318166063451,0.2668269230769231,0.5
dthreeq,dplus_nudge_0p01_plus lr=5e-05,0.358974358974359,0.12403318166063451,0.2668269230769231,0.5,0.358974358974359,0.12403318166063451,0.2668269230769231,0.5
dthreeq,dplus_nudge_0p01_plusminus lr=1e-03,0.358974358974359,0.12403318166063451,0.2668269230769231,0.5,0.358974358974359,0.12403318166063451,0.2668269230769231,0.5
dthreeq,dplus_nudge_0p01_plusminus lr=1e-04,0.358974358974359,0.12403318166063451,0.2668269230769231,0.5,0.358974358974359,0.12403318166063451,0.2668269230769231,0.5
dthreeq,dplus_nudge_0p01_plusminus lr=1e-05,0.358974358974359,0.12403318166063448,0.2668269230769231,0.5,0.358974358974359,0.12403318166063448,0.2668269230769231,0.5
dthreeq,dplus_nudge_0p01_plusminus lr=5e-05,0.358974358974359,0.12403318166063454,0.2668269230769231,0.5,0.358974358974359,0.12403318166063454,0.2668269230769231,0.5
dthreeq,dplus_nudge_0p1_plus lr=1e-05,0.358974358974359,0.12403318166063451,0.2668269230769231,0.5,0.358974358974359,0.12403318166063451,0.2668269230769231,0.5
minimal,direct_cost_w10,0.39333334329227604,0.20361320202869376,0.1600000027567148,0.535000017285347,0.4600000088413556,0.12990381486926064,0.3100000038743019,0.535000017285347
dthreeq,bp_tanh lr=5e-05,0.39663461538461536,0.20081829178779523,0.2475961538461538,0.625,0.39663461538461536,0.20081829178779523,0.2475961538461538,0.625
minimal,ep_cost_w2,0.41166667789220807,0.20930441042810194,0.1700000032782554,0.535000017285347,0.5200000127156575,0.02179449923020365,0.4950000077486038,0.535000017285347
dthreeq,bp_tanh lr=1e-05,0.5953525641025641,0.1610636719134902,0.4975961538461538,0.78125,0.5953525641025641,0.1610636719134902,0.4975961538461538,0.78125
