target_name,target_mode,beta_sign,seed,dataset,n_samples,noise,hidden_sizes,batch_size,n_batches,infer_steps,infer_lr,step_lr,activation,device,duration_sec,ep_objective,ep_state_delta,ep_saturation,dplus_objective,dplus_state_delta,dplus_saturation,bp_full_direction_norm,bp_forward_direction_norm,ep_full_direction_norm,ep_forward_direction_norm,dplus_full_direction_norm,dplus_forward_direction_norm,dplus_vs_bp_full_cosine,dplus_vs_bp_full_norm_ratio,dplus_vs_bp_full_sign_agreement,dplus_vs_bp_full_norm_a,dplus_vs_bp_full_norm_b,dplus_vs_bp_forward_cosine,dplus_vs_bp_forward_norm_ratio,dplus_vs_bp_forward_sign_agreement,dplus_vs_bp_forward_norm_a,dplus_vs_bp_forward_norm_b,ep_vs_bp_full_cosine,ep_vs_bp_full_norm_ratio,ep_vs_bp_full_sign_agreement,ep_vs_bp_full_norm_a,ep_vs_bp_full_norm_b,ep_vs_bp_forward_cosine,ep_vs_bp_forward_norm_ratio,ep_vs_bp_forward_sign_agreement,ep_vs_bp_forward_norm_a,ep_vs_bp_forward_norm_b,dplus_vs_ep_full_cosine,dplus_vs_ep_full_norm_ratio,dplus_vs_ep_full_sign_agreement,dplus_vs_ep_full_norm_a,dplus_vs_ep_full_norm_b,dplus_vs_ep_forward_cosine,dplus_vs_ep_forward_norm_ratio,dplus_vs_ep_forward_sign_agreement,dplus_vs_ep_forward_norm_a,dplus_vs_ep_forward_norm_b,base_free_mse,base_feedforward_ce,bp_step_norm,bp_free_mse_decrease_raw,bp_feedforward_ce_decrease_raw,bp_free_mse_decrease_bp_normed,bp_feedforward_ce_decrease_bp_normed,ep_free_mse_decrease_raw,ep_feedforward_ce_decrease_raw,ep_free_mse_decrease_bp_normed,ep_feedforward_ce_decrease_bp_normed,dplus_free_mse_decrease_raw,dplus_feedforward_ce_decrease_raw,dplus_free_mse_decrease_bp_normed,dplus_feedforward_ce_decrease_bp_normed,batch_idx,bp_free_mse_decrease_raw_positive_rate,bp_free_mse_decrease_bp_normed_positive_rate,bp_feedforward_ce_decrease_raw_positive_rate,bp_feedforward_ce_decrease_bp_normed_positive_rate,ep_free_mse_decrease_raw_positive_rate,ep_free_mse_decrease_bp_normed_positive_rate,ep_feedforward_ce_decrease_raw_positive_rate,ep_feedforward_ce_decrease_bp_normed_positive_rate,dplus_free_mse_decrease_raw_positive_rate,dplus_free_mse_decrease_bp_normed_positive_rate,dplus_feedforward_ce_decrease_raw_positive_rate,dplus_feedforward_ce_decrease_bp_normed_positive_rate,training_iteration,config/experiment_name,config/target_name,config/seed,config/step_lr,config/dataset,config/n_samples,config/test_size,config/noise,config/hidden_sizes,config/batch_size,config/n_batches,config/infer_steps,config/infer_lr,config/activation,config/bias,config/state_clip
gradual_100_0p01_plus,gradual_clamp_100_0.01,plus,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,cuda,7.632207446731627,-15.94718106587728,0.1057403186957041,0.0,0.0114437557446459,0.1057403186957041,0.0,0.3339143047730128,0.3339143047730128,87.78556823730469,47.25321833292643,0.0351400338113307,0.0334507270405689,0.0618649255484342,0.1085597965419137,0.2530216574668884,0.0351400338113307,0.3339143047730128,0.065073059250911,0.1034349208318917,0.5060433149337769,0.0334507270405689,0.3339143047730128,0.0332317283997933,271.1630967975143,0.2545990074674288,87.78556823730469,0.3339143047730128,0.0618932023644447,146.02745994037852,0.5091980149348577,47.25321833292643,0.3339143047730128,0.5263807276884714,0.0004006049071091,0.8915906151135763,0.0351400338113307,87.78556823730469,0.8565528392791748,0.0007081610406415,0.98380841811498,0.0334507270405689,47.25321833292643,0.4525083204110463,0.6512693762779236,0.00033391432468,0.000102753440539,0.0001147389411926,0.000102753440539,0.0001147389411926,0.0346808383862177,0.0009761949380238,0.0001376320918401,3.914038340250651e-06,2.6633342107137043e-05,6.953875223795573e-07,0.0002530614535013,7.4605147043863935e-06,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,gradual_100_0p01_plus,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
gradual_100_0p01_plus,gradual_clamp_100_0.01,plus,7,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.0001,tanh,cuda,10.152309685014188,-15.565713246663412,0.111338284642746,0.0,0.0109657570719718,0.111338284642746,0.0,0.5768370380004247,0.5768370380004247,96.72869491577148,49.75770886739095,0.038411907851696,0.0342590647439161,0.0539327605317036,0.0705179845176136,0.26946027080218,0.038411907851696,0.5768370380004247,0.0604458469897508,0.0628706971535478,0.53892054160436,0.0342590647439161,0.5768370380004247,0.0369561531891425,177.44857894747506,0.2696598172187805,96.72869491577148,0.5768370380004247,0.0718890614807605,91.32665839080708,0.539319634437561,49.75770886739095,0.5768370380004247,0.5266335010528564,0.0003972031931056,0.9219973186651864,0.038411907851696,96.72869491577148,0.8353061079978943,0.0006886074549067,0.9835233489672344,0.0342590647439161,49.75770886739095,0.5047348340352377,0.6594669421513876,5.768370283476543e-05,3.1163295110066734e-05,3.539522488911947e-05,3.1163295110066734e-05,3.539522488911947e-05,0.0044746647278467,0.0002230505148569,2.694129943847656e-05,1.5099843343098958e-06,3.034869829813639e-06,1.2914339701334637e-07,4.622340202331543e-05,2.2451082865397134e-06,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,gradual_100_0p01_plus,7,0.0001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
direct_plus,direct_clamp,plus,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,cuda,9.808724983595312,0.7964193224906921,0.1705050286707571,0.0,0.0367538562665383,0.1705050286707571,0.0,0.3339143047730128,0.3339143047730128,1.1713051398595171,0.7838805119196574,0.0652072218557198,0.0651356180508931,0.0752888980011145,0.2016026825914556,0.2714937180280685,0.0652072218557198,0.3339143047730128,0.0753731057047844,0.2013833427189061,0.5429874360561371,0.0651356180508931,0.3339143047730128,0.0520684259633223,3.6223190745562976,0.272871529062589,1.1713051398595171,0.3339143047730128,0.0778155302007993,2.4235466362427824,0.545743058125178,0.7838805119196574,0.3339143047730128,0.6892269750436147,0.0556695180912509,0.8995343744754791,0.0652072218557198,1.1713051398595171,0.9971280296643577,0.0830940292714715,0.9853857656319936,0.0651356180508931,0.7838805119196574,0.4525083204110463,0.6512693762779236,0.00033391432468,0.000102753440539,0.0001147389411926,0.000102753440539,0.0001147389411926,0.0006745159626007,2.07821528116862e-05,0.0001925279696782,6.179014841715495e-06,5.2675604820251465e-05,1.6490618387858074e-06,0.0002699196338653,8.950630823771158e-06,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,direct_plus,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
nudge_0p01_plus,nudge_0.01,plus,2025,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.0001,tanh,cuda,8.278120915871114,-11.108468214670816,0.0311723260933326,0.0,0.0011097995447926,0.0311723260933326,0.0,0.4877031445503235,0.4877031445503235,28.01655165354411,15.07347615559896,0.0121383707349499,0.011764150733749,0.0682364211728175,0.0278077488961386,0.2616400470336278,0.0121383707349499,0.4877031445503235,0.0704234670847654,0.0269541734990407,0.5232800940672556,0.011764150733749,0.4877031445503235,0.0391305399437745,64.00577616069201,0.2609939128160476,28.01655165354411,0.4877031445503235,0.073152410176893,34.54146919828637,0.5219878256320953,15.07347615559896,0.4877031445503235,0.5574837426344553,0.0004333669391783,0.9238312343756356,0.0121383707349499,28.01655165354411,0.9393176039059956,0.0007804686842626,0.99072594443957,0.011764150733749,15.07347615559896,0.5975431601206461,0.6984257499376932,4.877031096839346e-05,3.189841906229655e-05,2.6732683181762692e-05,3.189841906229655e-05,2.6732683181762692e-05,0.0015404025713602,6.457169850667317e-05,2.702077229817708e-05,1.4007091522216797e-06,1.1622905731201172e-06,5.960464477539064e-08,4.711747169494629e-05,2.3643175760904947e-06,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,nudge_0p01_plus,2025,0.0001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
gradual_100_0p01_plus,gradual_clamp_100_0.01,plus,2025,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,cuda,11.042617512866856,-19.15572579701741,0.1226684935390949,0.0,0.0120576797053217,0.1226684935390949,0.0,0.4877031445503235,0.4877031445503235,103.03262074788412,49.07707150777181,0.0370831191539764,0.0343597419559955,0.062059405259788,0.0850411523822224,0.2729760507742564,0.0370831191539764,0.4877031445503235,0.0670247282832861,0.0788245658436973,0.5459521015485128,0.0343597419559955,0.4877031445503235,0.0361931178097923,235.62137560473448,0.2729665413498878,103.03262074788412,0.4877031445503235,0.0764517377441128,112.56166602623205,0.5459330826997757,49.07707150777181,0.4877031445503235,0.48832568526268,0.0003600040524381,0.916106015443802,0.0370831191539764,103.03262074788412,0.8478257159392039,0.0007001651422345,0.9819650053977966,0.0343597419559955,49.07707150777181,0.5975431601206461,0.6984257499376932,0.0004877031363624,0.0003181397914886,0.0002670188744862,0.0003181397914886,0.0002670188744862,0.054438312848409,0.0021708607673645,0.0002715686957041,1.343091328938802e-05,3.37064266204834e-05,1.3113021850585938e-06,0.00044646859169,2.1845102310180664e-05,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,gradual_100_0p01_plus,2025,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
direct_plus,direct_clamp,plus,2025,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.0001,tanh,cuda,9.315106462221593,0.9105520645777384,0.197213737345818,0.0,0.0461174889157215,0.197213737345818,0.0,0.4877031445503235,0.4877031445503235,1.4574536681175232,0.9315191308657328,0.0774931485454241,0.0773870162665844,0.0726512242108583,0.1774211804901919,0.2921037624279658,0.0774931485454241,0.4877031445503235,0.0727520864456892,0.177180129976166,0.5842075248559316,0.0773870162665844,0.4877031445503235,0.0492801188180844,3.329090358338911,0.291989728808403,1.4574536681175232,0.4877031445503235,0.0773843855907519,2.1327290755521973,0.583979457616806,0.9315191308657328,0.4877031445503235,0.6626955568790436,0.0531807544564549,0.8973013858000437,0.0774931485454241,1.4574536681175232,0.9970431625843048,0.0830762174788287,0.9886354704697928,0.0773870162665844,0.9315191308657328,0.5975431601206461,0.6984257499376932,4.877031096839346e-05,3.189841906229655e-05,2.6732683181762692e-05,3.189841906229655e-05,2.6732683181762692e-05,0.0001020431518554,4.132588704427083e-06,3.431240717569987e-05,1.6987323760986328e-06,7.639328638712565e-06,3.178914388020833e-07,4.849831263224284e-05,2.5033950805664062e-06,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,direct_plus,2025,0.0001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
nudge_0p01_plusminus,nudge_0.01,plusminus,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,cuda,8.144646633882076,0.416793942451477,0.0282016083559331,0.0,0.0009697552692765,0.0282016083559331,0.0,0.3339143047730128,0.3339143047730128,19.405415534973145,12.359989802042644,0.002239589074937,0.0001840473414631,-0.0195209922579427,0.0068598182921971,0.2385214691360791,0.002239589074937,0.3339143047730128,-0.2336296737194061,0.0005645039645438,0.4770429382721583,0.0001840473414631,0.3339143047730128,0.0474925562739372,60.00614606223704,0.2789813677469889,19.405415534973145,0.3339143047730128,0.0745846765736738,38.21252791808656,0.5579627354939779,12.359989802042644,0.3339143047730128,-0.0422700094059109,0.0001152942278497,0.4779646396636963,0.002239589074937,19.405415534973145,-0.6089318742354711,1.4895917957963146e-05,0.484302540620168,0.0001840473414631,12.359989802042644,0.4525083204110463,0.6512693762779236,0.00033391432468,0.000102753440539,0.0001147389411926,0.000102753440539,0.0001147389411926,0.0104846109946568,0.0003145933151245,0.0001824299494425,5.6425730387369794e-06,-1.0927518208821615e-07,-4.967053731282552e-08,-1.679857571919759e-05,-2.3444493611653647e-06,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,nudge_0p01_plusminus,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
nudge_0p1_plus,nudge_0.1,plus,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.0001,tanh,cuda,8.526690226048231,5.427160342534383,0.1370362365204427,0.0,0.0244176788255572,0.1370362365204427,0.0,0.3339143047730128,0.3339143047730128,9.801322778066,6.417475620905559,0.0533709687491258,0.0532949889699618,0.073751342172424,0.1650053351257017,0.258295327425003,0.0533709687491258,0.3339143047730128,0.0738586119065682,0.1647730270480384,0.5165906548500061,0.0532949889699618,0.3339143047730128,0.0491678658872842,30.3107533541552,0.2591790134708087,9.801322778066,0.3339143047730128,0.0751131872336069,19.840769890345445,0.5183580269416174,6.417475620905559,0.3339143047730128,0.6756494541962942,0.0054451954287974,0.9122576713562012,0.0533709687491258,9.801322778066,0.9965607027212778,0.00830469849366,0.9863739709059396,0.0532949889699618,6.417475620905559,0.4525083204110463,0.6512693762779236,3.339142980015216e-05,1.0281801223754885e-05,1.1444091796875e-05,1.0281801223754885e-05,1.1444091796875e-05,0.0005417068799336,1.6431013743082683e-05,1.847247282663981e-05,5.662441253662109e-07,4.311402638753255e-06,9.934107462565105e-08,2.6966134707132976e-05,8.54333241780599e-07,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,nudge_0p1_plus,42,0.0001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
nudge_0p01_plus,nudge_0.01,plus,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.0001,tanh,cuda,8.237866552080959,-7.937817653020223,0.0266022057815765,0.0,0.0008934403401023,0.0266022057815765,0.0,0.3339143047730128,0.3339143047730128,22.42509873708089,13.248630364735922,0.0104343875621755,0.010184538240234,0.0682423803955316,0.0322483456307144,0.2418947095672289,0.0104343875621755,0.3339143047730128,0.0699684588859478,0.0314905585404347,0.4837894191344579,0.010184538240234,0.3339143047730128,0.0382121074944734,69.3054736522043,0.2423128063480059,22.42509873708089,0.3339143047730128,0.0648114122450351,40.9525716931018,0.4846256126960118,13.248630364735922,0.3339143047730128,0.5905589958031973,0.0004654756611437,0.9210566182931264,0.0104343875621755,22.42509873708089,0.925767183303833,0.0007688535642092,0.9883314073085784,0.010184538240234,13.248630364735922,0.4525083204110463,0.6512693762779236,3.339142980015216e-05,1.0281801223754885e-05,1.1444091796875e-05,1.0281801223754885e-05,1.1444091796875e-05,0.0009713917970657,2.9126803080240887e-05,1.4483928680419922e-05,4.172325134277344e-07,8.145968119303385e-07,0.0,2.632041772206624e-05,7.947285970052084e-07,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,nudge_0p01_plus,42,0.0001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
nudge_0p01_plusminus,nudge_0.01,plusminus,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.0001,tanh,cuda,9.478859825059772,0.416793942451477,0.0282016083559331,0.0,0.0009697552692765,0.0282016083559331,0.0,0.3339143047730128,0.3339143047730128,19.405415534973145,12.359989802042644,0.002239589074937,0.0001840473414631,-0.0195209922579427,0.0068598182921971,0.2385214691360791,0.002239589074937,0.3339143047730128,-0.2336296737194061,0.0005645039645438,0.4770429382721583,0.0001840473414631,0.3339143047730128,0.0474925562739372,60.00614606223704,0.2789813677469889,19.405415534973145,0.3339143047730128,0.0745846765736738,38.21252791808656,0.5579627354939779,12.359989802042644,0.3339143047730128,-0.0422700094059109,0.0001152942278497,0.4779646396636963,0.002239589074937,19.405415534973145,-0.6089318742354711,1.4895917957963146e-05,0.484302540620168,0.0001840473414631,12.359989802042644,0.4525083204110463,0.6512693762779236,3.339142980015216e-05,1.0281801223754885e-05,1.1444091796875e-05,1.0281801223754885e-05,1.1444091796875e-05,0.001058538754781,3.149112065633138e-05,1.82191530863444e-05,5.265076955159506e-07,-4.967053731282552e-09,-9.934107462565104e-09,-1.6838312149047852e-06,-2.483526865641276e-07,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,nudge_0p01_plusminus,42,0.0001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
